Household ID,Timestamp,Water Consumption (liters),Locality,Household Size,Pressure (bar),Temperature (C),Anomaly
51,2023-12-19 00:53:22.153095,601.9015392877382,Old Palasia,5,1.6422451605555426,17.73712265381994,0
52,2023-07-11 21:58:17.160496,430.20495583314937,Sudama Nagar,3,2.5698015330462374,18.0261659869452,0
53,2023-12-23 21:58:58.168816,263.99604328815656,Rau,2,2.6029117961237582,19.43773837455408,0
54,2023-12-25 13:53:31.189867,667.3395045168992,New Palasia,5,3.052912192783828,19.586434698357852,0
55,2023-05-14 16:52:12.468387,445.71579713192,Bijalpur,3,1.647371141327953,30.483198211433916,0
56,2023-11-11 22:53:55.410852,450.9610607525026,Aerodrome Road,4,3.0456550962315476,22.546454652087142,0
57,2023-03-09 05:04:07.601150,471.51307419726135,Scheme No. 54,4,2.0362885126197856,20.070349524821573,0
58,2023-04-01 05:19:14.955611,495.20627550204244,Scheme No. 78,4,2.2315465689264142,32.34847984733158,0
59,2023-05-09 19:57:20.329826,739.5360559240398,Mahalaxmi Nagar,6,3.47103517159689,30.330338023112937,0
60,2023-09-08 03:44:53.296508,617.1407837358839,Musakhedi,5,3.2898067123373815,27.831574879922222,0
61,2023-04-06 09:33:53.654235,106.13686067743187,Vijay Nagar,1,3.214752924266043,18.89958282422375,0
62,2023-09-27 13:23:29.611554,382.79664224900023,Scheme No. 78,3,3.0028046269201956,17.917857356922067,0
63,2023-10-31 12:42:22.636518,255.29126163751258,Saket Nagar,2,3.013853330609007,17.38631420809775,0
64,2023-12-21 06:43:45.900684,605.5613800958849,Palasia,6,3.038635835416398,32.61377836470993,0
65,2023-01-15 12:49:18.018673,438.2131286894022,Mhow,4,2.5326604268243935,28.217422508939613,0
66,2023-06-13 06:01:32.131966,847.5986660640904,Mhow,6,2.3778950749119927,17.312474236552298,0
67,2023-12-29 21:40:46.435138,515.2371261131026,Rau,4,2.2538822051419705,19.93541680903229,0
68,2023-09-02 12:38:29.280772,525.443392916927,Khajrana,4,1.578414747261286,20.704653880151447,0
69,2023-09-06 15:54:10.156950,207.0029346427022,Khajrana,2,1.9043948992147035,27.81677505051416,0
70,2023-11-17 00:29:23.330383,236.6486980091566,Scheme No. 54,2,2.300040024574326,25.424768870857903,0
71,2023-01-08 15:33:34.349305,767.0684002311613,Navlakha,6,1.7196933271439596,30.04794335364901,0
72,2023-01-17 10:09:26.681334,442.49272674339903,Musakhedi,4,3.3361728333837615,15.203944624980672,0
73,2023-04-24 00:16:04.034988,576.727070887687,Saket Nagar,5,1.7183182548202252,33.379322794577064,0
74,2023-04-07 13:22:56.205318,740.4520924638036,Pipliyahana,5,1.5547989324113303,20.57575353216626,0
75,2023-06-18 02:38:16.036104,103.9931561717682,Sneh Nagar,1,2.2414760069176425,34.94355811006942,0
76,2023-01-18 08:09:49.720499,302.275542960282,Scheme No. 78,3,2.702238592810291,24.639157761702954,0
77,2023-02-02 14:11:51.447198,723.5126105459144,Saket Nagar,5,2.6209710366601486,34.23000891571516,0
78,2023-04-16 14:13:05.651563,206.005803655013,Scheme No. 54,2,3.3825413744994473,22.92808956441877,0
79,2023-06-07 14:19:00.692800,449.04663205410804,Scheme No. 54,4,1.5501988129849316,18.023867939727058,0
80,2023-03-22 09:09:08.422614,258.09298417142634,Rajendra Nagar,2,1.905774340542606,29.22193254531288,0
81,2023-11-08 06:26:57.975889,246.55430782576767,Rau,2,2.340543407371257,28.50110259723533,0
82,2023-06-23 23:55:32.724878,293.5461232294551,Rajendra Nagar,2,2.2884159173284457,32.41660531449439,0
83,2023-03-07 21:24:46.939702,238.83550936010198,Juni Indore,2,2.279124893595677,22.478865120191994,0
84,2023-10-18 18:27:45.262192,115.87978538842485,Khajrana,1,2.313960855494953,19.07641909879232,0
85,2023-08-01 12:40:56.414364,147.7869894966955,Juni Indore,1,2.0269024806629625,27.135996344247268,0
86,2023-01-14 00:46:00.927706,224.41406351986296,Vijay Nagar,2,1.7233648660596979,16.977165795860348,0
87,2023-10-27 20:34:04.071806,405.99185217110056,Silicon City,3,2.5194521900432347,31.29668229096922,0
88,2023-03-09 13:51:13.972400,536.9598877424962,New Palasia,5,3.0576765767695404,34.712006081695066,0
89,2023-11-09 21:30:58.571864,203.1692721183188,Scheme No. 54,2,3.495578559101328,15.777595599758936,0
90,2023-03-27 12:09:29.656758,697.0477658786479,New Palasia,5,2.478376996645964,34.85438532575412,0
91,2023-08-11 08:52:01.279618,534.094623820114,Palasia,5,1.7770187417625734,21.46464209011556,0
92,2023-05-04 01:37:05.147723,245.1972266410421,Navlakha,2,3.105125976352224,16.548605191457796,0
93,2023-10-10 18:04:56.642861,517.4902266799993,Bijalpur,4,1.5947860838708938,20.032630967527112,0
94,2023-01-12 16:53:00.842500,232.94399775704727,MG Road,2,2.6545915423480366,18.53060174236646,0
95,2023-09-04 23:29:40.723388,326.05523770225005,MG Road,3,2.227446564921234,18.531931158068222,0
96,2023-03-21 14:51:22.413623,281.61763695472797,Nipania,2,2.5640426798684626,21.699137049251448,0
97,2023-05-16 01:05:14.499141,537.9803809180123,Aerodrome Road,4,2.454996227717895,26.178293524012492,0
98,2023-05-27 11:08:02.599140,389.00270325963913,Musakhedi,3,2.9154905099907555,23.55776418151517,0
99,2023-01-15 13:53:20.821281,264.37163043891456,Scheme No. 54,2,2.394624684790767,17.99309326043156,0
100,2023-01-22 10:31:51.297844,345.69059717896477,Nipania,3,2.027180908063966,20.2465757808928,0
101,2023-10-14 15:10:36.475974,60.88292466164212,Mahalaxmi Nagar,2,2.7768902902016954,29.663686164912445,1
102,2023-12-16 23:06:15.873893,773.6345713314538,Old Palasia,6,3.4279439494616346,26.666682568436002,0
103,2023-10-04 22:56:14.563189,117.81311431620543,Saket Nagar,1,3.4185861993468047,15.745645442362965,0
104,2023-09-28 07:34:29.119642,115.05857414209362,Juni Indore,1,2.5734235816629836,18.71041752775294,0
105,2023-10-15 01:20:58.578663,730.5223185902287,Nipania,6,3.0511743794866204,28.25072248588105,0
106,2023-11-26 05:31:32.223841,742.0967609010705,Mahalaxmi Nagar,5,3.1296651089396788,30.84236081713651,0
107,2023-01-19 07:16:01.679740,26.66722298417292,Palasia,2,2.21268488215033,31.04771388197825,1
108,2023-07-24 05:34:55.167205,404.9704660422442,New Palasia,3,2.70008333178816,34.40633815110745,0
109,2023-04-19 11:10:40.157752,281.35505768176296,Navlakha,2,3.3021829036844155,28.520952037053707,0
110,2023-07-11 23:39:39.662657,700.636313181394,Palasia,5,3.1176397790539903,33.1030095782651,0
111,2023-06-12 16:20:14.208358,651.1498431166367,Musakhedi,6,1.9116915708922997,22.13481198470687,0
112,2023-11-17 04:57:03.999583,537.2616351747757,Mhow,4,2.8049488752159544,31.165238983607573,0
113,2023-06-03 04:42:01.330044,863.3692051320779,Musakhedi,6,1.7915150064302288,23.876939323058487,0
114,2023-07-26 02:23:36.227477,115.95576768854235,Bhawarkua,1,1.6167373312007556,27.344217109196446,0
115,2023-05-28 07:53:49.728166,514.6623231106562,Nipania,4,2.3796901906475947,30.869586906122386,0
116,2023-04-13 05:27:21.885136,889.5032783059819,Musakhedi,6,3.080717043135051,15.83895621019699,0
117,2023-01-17 00:47:58.960313,702.9214757108873,Pipliyahana,6,2.8421459105005757,17.44887892351535,0
118,2023-07-24 11:47:40.019313,605.4058973884495,Old Palasia,6,2.2536790349173614,29.45066571571449,0
119,2023-06-23 16:28:04.561324,549.8573525970664,Palasia,4,2.237970878768784,21.594275120404482,0
120,2023-01-10 00:09:55.467807,621.6947702396235,Scheme No. 78,6,2.7916603109647746,27.668546781651287,0
121,2023-11-07 01:43:40.884538,301.9273342965326,Rajendra Nagar,3,3.25254087120091,32.56053388239013,0
122,2023-12-27 09:04:09.430521,522.4055151315422,Saket Nagar,5,3.383053357196956,34.165408969133935,0
123,2023-09-13 02:54:54.745612,134.00392617468827,New Palasia,1,1.6332158432428117,27.697209018205676,0
124,2023-02-21 18:37:37.777206,540.8198374147894,Sudama Nagar,5,1.6498422975785116,22.88027828995287,0
125,2023-11-03 00:40:44.259679,147.89761579659333,Palasia,1,3.3223448031922143,29.57996956191863,0
126,2023-02-06 05:12:32.004384,505.3563070510523,MG Road,5,2.3540074481387707,19.850364663767017,0
127,2023-11-20 05:37:31.034781,554.7984522007964,Mhow,5,2.7421996241925752,31.941427706309565,0
128,2023-08-14 15:40:52.846866,522.7743506551832,Vijay Nagar,4,2.6235163121559446,26.986179463019898,0
129,2023-02-11 00:23:18.162266,203.7090635644771,Mhow,2,3.4241746037181624,20.028828750723427,0
130,2023-05-24 05:51:45.730655,696.0594989385565,Sneh Nagar,6,3.141113795102777,31.518625163287023,0
131,2023-09-03 04:56:56.871464,638.4519916783348,MG Road,5,1.929129529648325,15.692105795551704,0
132,2023-12-23 00:12:13.815263,264.21741389793897,Scheme No. 78,2,2.5691819170276418,20.54827106188041,0
133,2023-01-13 23:57:12.164181,137.02295594941933,Pipliyahana,1,2.7250964804751816,24.216483562499693,0
134,2023-05-08 08:17:15.455902,416.2249381564813,Palasia,4,1.6976170706318954,22.322045473290373,0
135,2023-10-20 00:20:36.209724,544.3965201085819,Scheme No. 78,4,2.452322783263333,27.788483526370808,0
136,2023-03-07 09:51:12.839496,101.98822324548875,Palasia,1,1.8742145706845228,26.204744527726653,0
137,2023-11-30 14:36:38.978094,672.2971487243603,Aerodrome Road,5,3.3072359733075083,16.934261163820686,0
138,2023-10-17 19:22:08.039597,413.19660850194595,Sneh Nagar,4,2.9688316837019,23.66743618236417,0
139,2023-01-02 05:38:29.391611,600.9910987698753,Bijalpur,5,2.759672452005045,21.231618338365614,0
140,2023-09-01 18:10:20.144217,251.3278092598853,Pipliyahana,2,1.997263139117824,24.776421062135807,0
141,2023-07-02 22:46:23.306691,599.4887515963801,Pipliyahana,4,2.7878115386473845,25.990491122065016,0
142,2023-09-04 14:32:14.667430,117.0727153633204,Silicon City,1,2.2252654611986493,28.164057582654724,0
143,2023-02-24 12:26:11.480371,310.8311202620063,Mahalaxmi Nagar,3,2.3535011150166323,29.91703221027172,0
144,2023-04-08 05:20:21.334121,724.1242444786594,Sneh Nagar,5,2.0218934491129232,28.3173033516803,0
145,2023-11-08 04:47:05.279206,233.22224546720906,Nipania,2,2.5677462314670363,24.618516638733542,0
146,2023-02-21 13:27:47.136300,420.16849794496454,Rajendra Nagar,4,1.9179747649871222,17.573976624344436,0
147,2023-04-08 02:23:02.384492,90.36567263969141,Sukhliya,4,3.4977753062908876,25.057343360835443,1
148,2023-10-21 03:34:53.000695,466.9566885203022,Silicon City,4,2.0224771514843134,23.48630376470033,0
149,2023-02-07 22:15:23.954654,217.69107904361275,Sudama Nagar,2,2.622592249314456,20.144627434502436,0
150,2023-04-24 06:56:02.465460,324.00338188241165,Palasia,3,3.3959358807774906,26.867977132770953,0
151,2023-11-03 11:19:46.180925,343.0324260992686,Vijay Nagar,3,1.937437225421172,28.682287867032322,0
152,2023-02-16 20:55:18.285927,127.53728867989517,Mahalaxmi Nagar,1,1.579188671032508,20.12868204370471,0
153,2023-11-13 18:28:57.170409,421.0239618550005,Khajrana,4,3.1768077408662423,23.508465810377327,0
154,2023-10-27 16:21:24.656512,139.7134109300481,Saket Nagar,1,3.1975917833176943,29.35120536177218,0
155,2023-10-26 19:34:22.174905,149.49997956586216,Pipliyahana,1,1.5190945328648244,18.604155569127087,0
156,2023-02-16 01:44:38.266899,518.6925410304865,Nipania,4,2.2119948491244577,32.03714220555729,0
157,2023-07-24 05:57:07.327126,398.9281782684534,Sneh Nagar,3,2.1286353693877627,28.710307352681326,0
158,2023-02-21 03:14:54.918549,74.00593636483549,Palasia,4,2.773654460665843,25.903646721602144,1
159,2023-12-09 03:31:40.057724,147.9447721063145,Pipliyahana,1,2.4262657365036837,19.267636201483448,0
160,2023-02-25 03:10:14.225562,259.7560675006947,Khajrana,2,1.8760723157802615,18.480112618208008,0
161,2023-04-26 13:25:10.011381,438.701373826254,Rau,3,1.641425538226743,32.62369851328603,0
162,2023-03-18 00:46:21.372094,369.9519773364335,Palasia,3,3.416112857238918,31.871391100086672,0
163,2023-11-09 12:42:47.672613,107.71734905251772,Old Palasia,1,3.450409336958436,20.535358084851072,0
164,2023-02-22 13:41:24.481057,105.58808091081748,Sneh Nagar,1,2.7988221597845016,29.338300196637128,0
165,2023-10-18 10:26:09.692202,115.20096655330589,Khajrana,1,3.4871014459217498,23.97502470161931,0
166,2023-11-12 13:33:48.074756,117.18873706325931,Mhow,1,2.3393596284076796,29.299261379232643,0
167,2023-11-23 13:18:55.630906,113.09491950702173,Scheme No. 54,1,3.4598175642350233,27.23733207239821,0
168,2023-01-01 01:41:28.873180,102.07948373787592,Juni Indore,1,2.1855423474572397,15.117748976312368,0
169,2023-07-02 11:13:40.842576,255.14737106305688,Scheme No. 78,2,1.5757597297135122,34.54600595776957,0
170,2023-01-18 00:54:41.160398,643.1880467420217,Musakhedi,6,2.053487424605267,20.152949896130703,0
171,2023-09-20 13:36:21.854045,70.98626200303889,Bijalpur,3,3.3663653077195654,28.25922722631283,1
172,2023-07-30 23:53:41.690570,380.0701779096089,Scheme No. 54,3,2.7085952648135585,19.711571157777904,0
173,2023-12-11 09:14:42.284702,430.7360646009683,Bhawarkua,4,2.9806086060007217,27.591395204398665,0
174,2023-01-12 12:59:04.057242,275.2546653426758,Nipania,2,2.7975608484045713,27.71607565365649,0
175,2023-06-27 16:48:51.321881,606.1914854256107,Scheme No. 78,6,3.0460079457861786,20.531082269814632,0
176,2023-08-30 01:08:03.233648,434.52977705810844,Rajendra Nagar,4,3.4980899625575477,16.107723681675772,0
177,2023-06-13 22:10:37.652143,307.6066939077671,Nipania,3,3.149046840076724,22.90908046349751,0
178,2023-04-04 07:40:24.082311,208.1683881547418,Nipania,2,1.970528752399793,18.30655142492503,0
179,2023-10-28 15:23:38.283976,270.5872168799001,Annapurna,2,2.1385023770129323,31.432541453395697,0
180,2023-02-23 03:40:08.928150,797.3931937351135,Bhawarkua,6,2.9196837592374063,34.10325180586713,0
181,2023-01-20 03:43:37.798362,322.51754853894096,Vijay Nagar,3,3.192461950241772,33.69477542240527,0
182,2023-05-17 12:27:54.564583,135.91196442660294,Bijalpur,1,2.457843673385172,21.705520758028715,0
183,2023-07-28 01:26:18.582228,315.9934356205723,Palasia,3,2.786011810644027,28.69615981346892,0
184,2023-02-03 05:10:39.066346,446.9367339526434,Pipliyahana,4,2.258231136484218,16.515930170749915,0
185,2023-11-20 06:42:40.640022,608.7629465726851,New Palasia,6,1.898454858419791,18.026461321141635,0
186,2023-06-24 21:14:03.719032,569.7362137898301,Pipliyahana,5,3.2708275012502637,16.128242799174004,0
187,2023-02-08 03:04:49.030397,448.7967674436119,Musakhedi,4,2.772957635572715,34.26031440374407,0
188,2023-05-27 02:27:10.809280,412.0978965902584,Sudama Nagar,3,1.8359192606694994,26.559631551766508,0
189,2023-10-04 11:49:59.162739,537.0141986432265,Sudama Nagar,5,2.323428305563643,29.09582622475796,0
190,2023-03-31 19:50:13.712740,493.8646220639181,Rau,4,1.6584772887326755,25.475680305164726,0
191,2023-10-20 02:32:51.232514,241.1410580509244,Musakhedi,2,1.6519434864332874,27.276808824909132,0
192,2023-01-29 01:34:07.766412,575.8435419270695,Rau,5,2.6072136667645016,26.756891951060265,0
193,2023-07-30 03:40:29.155718,385.6225262698165,Bicholi Mardana,3,1.8848435845361549,27.163942251003117,0
194,2023-05-20 10:40:16.681321,544.6157525650501,Sudama Nagar,4,2.7368121279906283,31.05223691030283,0
195,2023-09-14 01:48:57.628159,114.20169600324864,Bhawarkua,1,2.2585102714316454,32.27269522049819,0
196,2023-05-31 09:47:21.314845,22.625189171903497,Khajrana,1,2.5160224746903364,15.661074389665943,1
197,2023-04-16 05:58:30.321701,695.5698285761933,Scheme No. 78,6,2.054811889765507,20.076231049132687,0
198,2023-02-27 18:12:57.742810,445.46945683532766,Rau,3,2.0580284712503296,23.12759709265712,0
199,2023-11-25 01:56:11.827560,523.483126205395,Old Palasia,5,2.1004945348150184,22.289971955153554,0
200,2023-10-10 07:23:11.956689,117.00375076983309,Rau,1,1.6894765357751884,27.846521682757235,0
201,2023-10-11 16:16:46.644712,114.72712867822729,Bicholi Mardana,1,2.3034494924038897,16.941759497922263,0
202,2023-08-20 10:39:09.869639,479.2759117915425,New Palasia,4,1.743388361203136,34.758967934477155,0
203,2023-11-11 19:11:05.524823,697.5942923659788,Mhow,6,1.9925431424481497,22.734018850366677,0
204,2023-10-31 12:37:08.692254,275.95581941298633,Sneh Nagar,2,3.006903869524286,30.382680125315225,0
205,2023-04-06 04:55:49.794942,124.99381866449508,Aerodrome Road,1,2.0055256963922217,25.278960413444505,0
206,2023-11-03 15:02:26.997915,573.7583197779924,Rau,5,2.1060151622804058,18.15099651321801,0
207,2023-10-02 08:11:45.686776,422.32828443688584,Saket Nagar,3,2.222232766428952,25.641969616255018,0
208,2023-01-06 08:21:02.781277,547.3174678841848,Annapurna,5,2.995767383174433,15.00931917479652,0
209,2023-08-09 03:33:03.457364,522.7457584824563,Bicholi Mardana,5,1.6621110430940325,19.146838114416347,0
210,2023-04-26 23:18:16.318540,108.76402843720538,Sneh Nagar,1,3.2278374506369074,16.809211415516717,0
211,2023-11-16 19:03:31.085860,477.34298956517716,Old Palasia,4,2.116292884789715,16.68476943414308,0
212,2023-06-17 13:55:47.950751,203.7540590761203,Bicholi Mardana,2,3.4984525242416837,23.84908792768684,0
213,2023-09-04 07:34:43.871500,335.67375320578725,Vijay Nagar,3,1.7066622847916284,30.016610621941233,0
214,2023-03-14 07:10:17.120307,599.8097608440576,Scheme No. 54,4,1.96929718969949,16.575716770052768,0
215,2023-08-31 09:27:11.261660,736.3938634846128,Mahalaxmi Nagar,6,2.044812695546005,19.913981989272656,0
216,2023-01-26 10:11:38.100922,283.14053393177755,Rau,2,1.8026002476492617,31.741197098385587,0
217,2023-05-20 09:58:25.747174,208.21156799687662,Khajrana,2,3.3382386933335835,22.326776015747097,0
218,2023-11-24 21:47:17.906772,261.5793310246603,Rajendra Nagar,2,2.214717184336365,16.56567681691863,0
219,2023-09-27 19:30:39.853108,249.81251835613813,Khajrana,2,1.9022175254442153,27.053888319633813,0
220,2023-04-03 14:49:18.693911,285.30756416802325,Nipania,2,2.3867918810354407,24.307916134797356,0
221,2023-12-29 04:20:57.256518,340.22528353080344,Silicon City,3,1.64271389326073,16.823762615647215,0
222,2023-08-06 02:43:33.555369,662.8292159712107,Nipania,5,3.440518799713846,33.381575696031945,0
223,2023-11-27 14:22:40.670420,521.5722705993909,Mahalaxmi Nagar,4,3.3748686950153477,23.175135448155082,0
224,2023-07-05 14:18:15.660713,701.0775908266921,Mahalaxmi Nagar,5,3.145796587728258,17.22903358776608,0
225,2023-03-10 23:45:22.006588,472.24539846714896,Bhawarkua,4,2.3541719228963816,28.02697211734495,0
226,2023-09-03 15:17:37.634280,630.6281512068026,MG Road,5,2.088137904555378,26.273723333414907,0
227,2023-04-13 01:31:30.934667,422.9507040107494,Mhow,3,1.8005977845631458,20.757098890889026,0
228,2023-01-28 08:00:56.139869,432.6951293445116,Musakhedi,3,2.2580760826306285,26.56228115556551,0
229,2023-10-08 01:28:06.981514,829.8849710089823,Scheme No. 54,6,2.21591782709202,17.781342810330163,0
230,2023-03-25 11:13:05.435159,382.2643203495785,Mahalaxmi Nagar,3,1.9911608444469666,17.37157959158396,0
231,2023-05-31 20:38:16.045216,600.7349227139148,Bhawarkua,6,2.657886226982907,24.911600102535814,0
232,2023-12-16 06:20:44.624177,146.65780071674186,Mhow,1,2.7815938854814304,22.625928337173168,0
233,2023-10-31 02:50:53.272330,167.39982530071154,Bijalpur,4,3.1718015195499554,34.134423290809195,1
234,2023-06-09 19:19:48.527426,410.9063438441424,Rau,3,3.2369563268754487,24.014439461114875,0
235,2023-05-02 02:13:10.672584,765.3362344069095,Silicon City,6,1.7984842616784635,23.52185154600334,0
236,2023-02-03 04:10:17.156643,137.2420275556093,Aerodrome Road,1,2.850863664066535,23.905444326473756,0
237,2023-11-29 23:57:50.920373,129.55699118436397,Sneh Nagar,1,2.1462584363568213,31.549529064721785,0
238,2023-04-09 22:54:54.579946,318.8307389038283,Pipliyahana,3,2.791000406309168,25.329253902135818,0
239,2023-09-07 07:40:13.462275,60.75459950459078,Silicon City,4,1.6698717144624318,23.174657826666717,1
240,2023-05-23 13:39:47.255390,774.7632800773745,Bicholi Mardana,6,3.236184577082466,18.135834323109606,0
241,2023-07-04 01:02:22.926945,395.04432151358935,Sneh Nagar,3,2.0470361941695314,24.31245645015075,0
242,2023-08-28 23:37:57.405035,563.0017240526942,Nipania,4,3.145133482373439,29.298559806952145,0
243,2023-08-10 22:46:45.738778,826.5922728252322,Khajrana,6,2.6363510949356574,17.2622415394871,0
244,2023-03-19 13:34:00.619771,102.03695466203442,MG Road,1,1.9418738954461363,20.836934904844632,0
245,2023-06-24 21:36:31.023711,357.0372684991514,New Palasia,3,1.9902014613190877,23.12641293876319,0
246,2023-03-30 13:44:45.352569,593.8462808873853,Silicon City,4,2.9050339416403537,18.862823087516784,0
247,2023-02-04 21:59:55.690506,697.6128789393358,Sudama Nagar,5,2.506260554689642,23.13703606995064,0
248,2023-12-04 12:02:46.883374,272.36968179669645,Juni Indore,2,2.4961009345950966,21.119644111233693,0
249,2023-02-08 09:22:25.304310,449.248928544121,Bijalpur,4,1.7218392140697338,21.76557357083439,0
250,2023-09-20 00:54:52.528312,528.5985337391567,MG Road,4,2.848727396854942,30.094983003202753,0
251,2023-07-25 14:54:14.759348,534.2184696821586,Old Palasia,5,1.5036255513771652,18.762425368296974,0
252,2023-04-13 04:37:00.141582,631.7974185341326,Pipliyahana,5,1.7899857602971565,24.586886867822653,0
253,2023-02-26 08:54:54.384548,418.16542190169685,Khajrana,3,2.9029564507106356,20.935154341856084,0
254,2023-05-30 10:20:56.075354,233.5288857268451,Musakhedi,2,2.471462254834395,21.56653392290012,0
255,2023-08-31 20:53:51.528304,642.9724739096107,Mhow,6,2.0524713806984085,32.52442341393245,0
256,2023-10-29 10:21:05.757364,848.4807262573898,Rau,6,2.8464928283211233,21.49345217048598,0
257,2023-07-26 15:36:56.199502,419.24645704900877,Vijay Nagar,4,3.2918399561570855,24.472228417476494,0
